geneId,geneName,bnumber,leftEndPos,rightEndPos,strand
RDBECOLIGNC03836,ynjD,b1756,1838747.0,1839400.0,forward
RDBECOLIGNC03837,ynjE,b1757,1839467.0,1840774.0,forward
RDBECOLIGNC03838,ynjF,b1758,1840783.0,1841403.0,reverse
RDBECOLIGNC03839,nudG,b1759,1841490.0,1841897.0,forward
RDBECOLIGNC03840,ynjH,b1760,1841863.0,1842135.0,reverse
RDBECOLIGNC03841,ynjI,b1762,1843831.0,1844871.0,reverse
RDBECOLIGNC03842,ydjF,b1770,1854096.0,1854854.0,reverse
RDBECOLIGNC03843,ydjG,b1771,1854991.0,1855971.0,reverse
RDBECOLIGNC03844,ydjH,b1772,1855981.0,1856928.0,reverse
RDBECOLIGNC03845,ydjI,b1773,1856933.0,1857769.0,reverse
RDBECOLIGNC03846,ydjJ,b1774,1857790.0,1858833.0,reverse
RDBECOLIGNC03847,ydjK,b1775,1858850.0,1860229.0,reverse
RDBECOLIGNC03848,ydjL,b1776,1860256.0,1861332.0,reverse
RDBECOLIGNC03849,yeaC,b1777,1861702.0,1861974.0,reverse
RDBECOLIGNC03850,yeaD,b1780,1863850.0,1864734.0,forward
RDBECOLIGNC03851,yeaE,b1781,1864782.0,1865636.0,reverse
RDBECOLIGNC03852,mipA,b1782,1865726.0,1866472.0,reverse
RDBECOLIGNC03853,yeaG,b1783,1866908.0,1868842.0,forward
RDBECOLIGNC03854,yeaH,b1784,1868955.0,1870238.0,forward
RDBECOLIGNC03855,cdgI,b1785,1870385.0,1871860.0,forward
RDBECOLIGNC03856,dgcJ,b1786,1872041.0,1873531.0,forward
RDBECOLIGNC03857,yeaK,b1787,1873574.0,1874077.0,forward
RDBECOLIGNC03858,yoaI,b1788,1874078.0,1874182.0,reverse
RDBECOLIGNC03859,yeaL,b1789,1874352.0,1874798.0,forward
RDBECOLIGNC03860,nimR,b1790,1874755.0,1875576.0,reverse
RDBECOLIGNC03861,nimT,b1791,1875673.0,1876854.0,forward
RDBECOLIGNC03862,yeaO,b1792,1876909.0,1877256.0,forward
RDBECOLIGNC03863,yoaF,b1793,1877278.0,1877532.0,reverse
RDBECOLIGNC03864,dgcP,b1794,1877715.0,1878740.0,forward
RDBECOLIGNC03865,yeaQ,b1795,1879007.0,1879255.0,reverse
RDBECOLIGNC03866,yoaG,b1796,1879403.0,1879585.0,reverse
RDBECOLIGNC03867,yeaR,b1797,1879589.0,1879948.0,reverse
RDBECOLIGNC03868,leuE,b1798,1880121.0,1880759.0,reverse
RDBECOLIGNC03869,dmlR,b1799,1880886.0,1881809.0,reverse
RDBECOLIGNC03870,dmlA,b1800,1881912.0,1882997.0,forward
RDBECOLIGNC03871,yeaV,b1801,1883188.0,1884633.0,forward
RDBECOLIGNC03872,yeaW,b1802,1884665.0,1885789.0,forward
RDBECOLIGNC03873,yeaX,b1803,1885845.0,1886810.0,forward
RDBECOLIGNC03874,yeaY,b1806,1889951.0,1890532.0,reverse
RDBECOLIGNC03875,tsaB,b1807,1890572.0,1891267.0,reverse
RDBECOLIGNC03876,yoaA,b1808,1891325.0,1893235.0,reverse
RDBECOLIGNC03877,yoaB,b1809,1893367.0,1893711.0,forward
RDBECOLIGNC03878,yoaC,b1810,1894133.0,1894432.0,forward
RDBECOLIGNC03879,yoaH,b1811,1894552.0,1894731.0,reverse
RDBECOLIGNC03880,pdeD,b1815,1898427.0,1900025.0,forward
RDBECOLIGNC03881,yoaE,b1816,1900029.0,1901585.0,reverse
RDBECOLIGNC03882,yobD,b1820,1904801.0,1905259.0,forward
RDBECOLIGNC03883,mntP,b1821,1905688.0,1906254.0,forward
RDBECOLIGNC03884,yobF,b1824,1907448.0,1907591.0,reverse
RDBECOLIGNC03885,yebO,b1825,1908261.0,1908548.0,reverse
RDBECOLIGNC03886,mgrB,b1826,1908623.0,1908766.0,reverse
RDBECOLIGNC03887,kdgR,b1827,1909308.0,1910099.0,reverse
RDBECOLIGNC03888,yebQ,b1828,1910276.0,1911649.0,forward
RDBECOLIGNC03889,msrC,b1832,1915631.0,1916128.0,reverse
RDBECOLIGNC03890,letA,b1833,1916258.0,1917541.0,forward
RDBECOLIGNC03891,letB,b1834,1917510.0,1920143.0,forward
RDBECOLIGNC03892,rsmF,b1835,1920223.0,1921662.0,forward
RDBECOLIGNC03893,yebV,b1836,1921780.0,1922016.0,forward
RDBECOLIGNC03894,yebW,b1837,1922121.0,1922312.0,forward
RDBECOLIGNC03895,pphA,b1838,1922313.0,1922969.0,reverse
RDBECOLIGNC03896,yebY,b1839,1923365.0,1923706.0,reverse
RDBECOLIGNC03897,yebZ,b1840,1923719.0,1924591.0,reverse
RDBECOLIGNC03898,yobA,b1841,1924595.0,1924969.0,reverse
RDBECOLIGNC03899,yobB,b1843,1925440.0,1926096.0,forward
RDBECOLIGNC03900,exoX,b1844,1926120.0,1926782.0,forward
RDBECOLIGNC03901,znuA,b1857,1941651.0,1942583.0,reverse
RDBECOLIGNC03902,znuC,b1858,1942662.0,1943417.0,forward
RDBECOLIGNC03903,yecN,b1869,1952266.0,1952661.0,forward
RDBECOLIGNC03904,cmoA,b1870,1952702.0,1953445.0,forward
RDBECOLIGNC03905,cmoB,b1871,1953442.0,1954413.0,forward
RDBECOLIGNC03906,torZ,b1872,1954578.0,1957007.0,reverse
RDBECOLIGNC03907,torY,b1873,1957032.0,1958132.0,reverse
RDBECOLIGNC03908,cutC,b1874,1958520.0,1959266.0,reverse
RDBECOLIGNC03909,yecM,b1875,1959280.0,1959846.0,reverse
RDBECOLIGNC03910,yecT,b1877,1961972.0,1962460.0,forward
RDBECOLIGNC03911,flhE,b1878,1962580.0,1962972.0,reverse
RDBECOLIGNC03912,flhB,b1880,1965043.0,1966191.0,reverse
RDBECOLIGNC03913,insB5,b1893,1978518.0,1979021.0,reverse
RDBECOLIGNC03914,insA5,b1894,1978940.0,1979215.0,reverse
RDBECOLIGNC03915,uspC,b1895,1979753.0,1980181.0,forward
RDBECOLIGNC03916,ftnB,b1902,1986925.0,1987428.0,forward
RDBECOLIGNC03917,G7034,b1903,1987444.0,1987782.0,forward
RDBECOLIGNC03918,yecR,b1904,1988222.0,1988545.0,forward
RDBECOLIGNC03919,yecH,b1906,1989251.0,1989490.0,reverse
RDBECOLIGNC03920,tcyL,b1918,1997811.0,1998479.0,reverse
RDBECOLIGNC03921,dcyD,b1919,1998494.0,1999480.0,reverse
RDBECOLIGNC03922,tcyJ,b1920,1999585.0,2000385.0,reverse
RDBECOLIGNC03923,yedL,b1932,2010600.0,2011079.0,forward
RDBECOLIGNC03924,yedN,b4495,2011223.0,2012351.0,reverse
RDBECOLIGNC03925,intG,b1936,2012502.0,2012780.0,forward
RDBECOLIGNC03926,dsrB,b1952,2024635.0,2024823.0,reverse
RDBECOLIGNC03927,yodD,b1953,2024986.0,2025213.0,forward
RDBECOLIGNC03928,dsrA,b1954,2025223.0,2025313.0,reverse
RDBECOLIGNC03929,yedP,b1955,2025511.0,2026326.0,forward
RDBECOLIGNC03930,dgcQ,b1956,2026323.0,2028017.0,reverse
RDBECOLIGNC03931,yodC,b1957,2028188.0,2028370.0,reverse
RDBECOLIGNC03932,drpB,b1963,2033119.0,2033421.0,reverse
RDBECOLIGNC03933,yedS,b4496,2034051.0,2035243.0,forward
RDBECOLIGNC03934,hchA,b1967,2035835.0,2036686.0,forward
RDBECOLIGNC03935,hprS,b1968,2036794.0,2038152.0,reverse
RDBECOLIGNC03936,hprR,b1969,2038152.0,2038823.0,reverse
RDBECOLIGNC03937,hiuH,b1970,2038956.0,2039369.0,forward
RDBECOLIGNC03938,msrP,b1971,2039478.0,2040482.0,forward
RDBECOLIGNC03939,msrQ,b1972,2040483.0,2041118.0,forward
RDBECOLIGNC03940,zinT,b1973,2041375.0,2042025.0,forward
RDBECOLIGNC03941,yodB,b1974,2042368.0,2042898.0,forward
RDBECOLIGNC03942,mtfA,b1976,2043651.0,2044448.0,forward
RDBECOLIGNC03943,yeeJ,b1978,2044995.0,2052014.0,forward
RDBECOLIGNC03944,yeeL,b4497,2052276.0,2053328.0,reverse
RDBECOLIGNC03945,shiA,b1981,2053643.0,2054959.0,forward
RDBECOLIGNC03946,yeeN,b1983,2056858.0,2057574.0,forward
RDBECOLIGNC03947,asnW,b1984,2058027.0,2058102.0,reverse
RDBECOLIGNC03948,yeeO,b1985,2058203.0,2059846.0,reverse
RDBECOLIGNC03949,cbl,b1987,2059964.0,2060914.0,reverse
RDBECOLIGNC03950,nac,b1988,2061016.0,2061933.0,reverse
RDBECOLIGNC03951,ldtA,b1990,2062391.0,2063323.0,reverse
RDBECOLIGNC03952,insH6,b1994,2066305.0,2067285.0,reverse
RDBECOLIGNC03953,yoeA,b4582,2068635.0,2070474.0,forward
RDBECOLIGNC03954,insD3,b1996,2068952.0,2069857.0,reverse
RDBECOLIGNC03955,insC3,b1997,2069815.0,2070180.0,reverse
RDBECOLIGNC03956,yeeP,b1999,2070786.0,2071211.0,forward
RDBECOLIGNC03957,flu,b2000,2071539.0,2074658.0,forward
RDBECOLIGNC03958,yeeR,b2001,2074779.0,2076311.0,forward
RDBECOLIGNC03959,yeeS,b2002,2076308.0,2076754.0,forward
RDBECOLIGNC03960,yeeT,b2003,2076817.0,2077038.0,forward
RDBECOLIGNC03961,cbeA,b2004,2077112.0,2077480.0,forward
RDBECOLIGNC03962,cbtA,b2005,2077569.0,2077943.0,forward
RDBECOLIGNC03963,yeeW,b2006,2077940.0,2078134.0,forward
RDBECOLIGNC03964,tmaR,b2007,2079032.0,2079361.0,reverse
RDBECOLIGNC03965,yeeY,b2015,2087329.0,2088258.0,reverse
RDBECOLIGNC03966,yeeZ,b2016,2088304.0,2089128.0,reverse
RDBECOLIGNC03967,wzzB,b2027,2097321.0,2098301.0,reverse
RDBECOLIGNC03968,ugd,b2028,2098447.0,2099613.0,reverse
RDBECOLIGNC03969,insH7,b2030,2101895.0,2102875.0,reverse
RDBECOLIGNC03970,galF,b2042,2113434.0,2114327.0,reverse
RDBECOLIGNC03971,wcaM,b2043,2114502.0,2115896.0,reverse
RDBECOLIGNC03972,wcaL,b2044,2115907.0,2117127.0,reverse
RDBECOLIGNC03973,wcaK,b2045,2117124.0,2118404.0,reverse
RDBECOLIGNC03974,wzxC,b2046,2118680.0,2120158.0,reverse
RDBECOLIGNC03975,wcaJ,b2047,2120160.0,2121554.0,reverse
RDBECOLIGNC03976,wcaF,b2054,2128340.0,2128888.0,reverse
RDBECOLIGNC03977,wcaE,b2055,2128904.0,2129650.0,reverse
RDBECOLIGNC03978,wcaD,b2056,2129661.0,2130878.0,reverse
RDBECOLIGNC03979,wcaC,b2057,2130853.0,2132070.0,reverse
RDBECOLIGNC03980,wcaB,b2058,2132067.0,2132555.0,reverse
RDBECOLIGNC03981,wcaA,b2059,2132558.0,2133397.0,reverse
RDBECOLIGNC03982,wzc,b2060,2133490.0,2135652.0,reverse
RDBECOLIGNC03983,wzb,b2061,2135655.0,2136098.0,reverse
RDBECOLIGNC03984,wza,b2062,2136104.0,2137243.0,reverse
RDBECOLIGNC03985,yegH,b2063,2137902.0,2139485.0,forward
RDBECOLIGNC03986,yegI,b2070,2149039.0,2150985.0,reverse
RDBECOLIGNC03987,yegJ,b2071,2151185.0,2151646.0,forward
RDBECOLIGNC03988,pphC,b2072,2151711.0,2152472.0,reverse
RDBECOLIGNC03989,yegL,b2073,2152469.0,2153128.0,reverse
RDBECOLIGNC03990,mdtA,b2074,2154016.0,2155263.0,forward
RDBECOLIGNC03991,mdtB,b2075,2155263.0,2158385.0,forward
RDBECOLIGNC03992,mdtC,b2076,2158386.0,2161463.0,forward
RDBECOLIGNC03993,yegP,b2080,2165189.0,2165521.0,forward
RDBECOLIGNC03994,trhP,b2081,2165668.0,2167029.0,forward
RDBECOLIGNC03995,ogrK,b2082,2167302.0,2167520.0,reverse
RDBECOLIGNC03996,yegZ,b2083,2167602.0,2167820.0,reverse
RDBECOLIGNC03997,G7121,b2084,2167735.0,2168001.0,reverse
RDBECOLIGNC03998,yegR,b2085,2167989.0,2168306.0,reverse
RDBECOLIGNC03999,yegS,b2086,2168712.0,2169611.0,forward
RDBECOLIGNC04000,insE5,b2088,2170236.0,2170535.0,forward
RDBECOLIGNC04001,insF5,b2089,2170532.0,2171398.0,forward
RDBECOLIGNC04002,gatZ,b2095,2175059.0,2176321.0,reverse
RDBECOLIGNC04003,fbaB,b2097,2177512.0,2178564.0,reverse
RDBECOLIGNC04004,yegT,b2098,2178821.0,2180098.0,forward
RDBECOLIGNC04005,yegU,b2099,2180095.0,2181099.0,forward
RDBECOLIGNC04006,yegV,b2100,2181096.0,2182061.0,forward
RDBECOLIGNC04007,yegW,b2101,2182035.0,2182781.0,reverse
RDBECOLIGNC04008,yegX,b2102,2182833.0,2183651.0,reverse
RDBECOLIGNC04009,thiD,b2103,2183716.0,2184516.0,reverse
RDBECOLIGNC04010,rcnR,b2105,2185524.0,2185796.0,reverse
RDBECOLIGNC04011,rcnA,b2106,2185917.0,2186741.0,forward
RDBECOLIGNC04012,rcnB,b2107,2186960.0,2187298.0,forward
RDBECOLIGNC04013,yeiS,b2145,2233600.0,2233839.0,forward
RDBECOLIGNC04014,preT,b2146,2234033.0,2235271.0,forward
RDBECOLIGNC04015,lpxT,b2174,2268854.0,2269567.0,forward
RDBECOLIGNC04016,mepS,b2175,2269979.0,2270545.0,forward
RDBECOLIGNC04017,pdeN,b2176,2270726.0,2272282.0,forward
RDBECOLIGNC04018,b2191,b2191,2288905.0,2289027.0,forward
RDBECOLIGNC04019,insH8,b2192,2289065.0,2290045.0,reverse
RDBECOLIGNC04020,yfaP,b2225,2327367.0,2328143.0,reverse
RDBECOLIGNC04021,yfaQ,b2226,2328148.0,2329797.0,reverse
RDBECOLIGNC04022,yfaS,b4500,2329798.0,2334402.0,reverse
RDBECOLIGNC04023,yfaT,b2229,2334336.0,2334959.0,reverse
RDBECOLIGNC04024,yfaU,b2245,2358042.0,2358845.0,reverse
RDBECOLIGNC04025,yfaV,b2246,2358863.0,2360152.0,reverse
RDBECOLIGNC04026,rhmD,b2247,2360209.0,2361414.0,reverse
RDBECOLIGNC04027,yfaX,b2248,2361429.0,2362211.0,reverse
RDBECOLIGNC04028,yfaY,b2249,2362431.0,2363633.0,reverse
RDBECOLIGNC04029,yfaZ,b2250,2363733.0,2364275.0,reverse
RDBECOLIGNC04030,nudI,b2251,2364554.0,2364979.0,forward
RDBECOLIGNC04031,ais,b2252,2365018.0,2365620.0,reverse
RDBECOLIGNC04032,arnB,b2253,2365910.0,2367067.0,forward
RDBECOLIGNC04033,arnC,b2254,2367071.0,2368039.0,forward
RDBECOLIGNC04034,arnA,b2255,2368039.0,2370021.0,forward
RDBECOLIGNC04035,arnD,b2256,2370018.0,2370908.0,forward
RDBECOLIGNC04036,arnT,b2257,2370908.0,2372560.0,forward
RDBECOLIGNC04037,arnF,b2258,2372892.0,2373278.0,forward
RDBECOLIGNC04038,pmrD,b2259,2373272.0,2373538.0,reverse
RDBECOLIGNC04039,elaB,b2266,2380722.0,2381027.0,reverse
RDBECOLIGNC04040,elaA,b2267,2381082.0,2381543.0,reverse
RDBECOLIGNC04041,rbn,b2268,2381608.0,2382525.0,forward
RDBECOLIGNC04042,elaD,b2269,2382713.0,2383924.0,forward
RDBECOLIGNC04043,yfbK,b2270,2383995.0,2385722.0,reverse
RDBECOLIGNC04044,yfbL,b2271,2385860.0,2386831.0,forward
RDBECOLIGNC04045,yfbM,b2272,2386934.0,2387437.0,forward
RDBECOLIGNC04046,yfbN,b2273,2387710.0,2388426.0,reverse
RDBECOLIGNC04047,yfbO,b2274,2388635.0,2389057.0,forward
RDBECOLIGNC04048,yfbP,b2275,2389116.0,2389964.0,forward
RDBECOLIGNC04049,alaA,b2290,2407561.0,2408778.0,forward
RDBECOLIGNC04050,yfbR,b2291,2408862.0,2409461.0,forward
RDBECOLIGNC04051,yfbS,b2292,2409520.0,2411352.0,reverse
RDBECOLIGNC04052,hxpA,b2293,2411439.0,2412089.0,reverse
RDBECOLIGNC04053,yfbU,b2294,2412100.0,2412594.0,reverse
RDBECOLIGNC04054,yfbV,b2295,2412677.0,2413132.0,reverse
RDBECOLIGNC04055,yfcC,b2298,2417081.0,2418601.0,forward
RDBECOLIGNC04056,yfcD,b2299,2418634.0,2419176.0,reverse
RDBECOLIGNC04057,yfcE,b2300,2419234.0,2419788.0,reverse
RDBECOLIGNC04058,yfcF,b2301,2419841.0,2420485.0,reverse
RDBECOLIGNC04059,yfcG,b2302,2420621.0,2421268.0,forward
RDBECOLIGNC04060,folX,b2303,2421325.0,2421687.0,forward
RDBECOLIGNC04061,yfcH,b2304,2421708.0,2422601.0,forward
RDBECOLIGNC04062,rpnB,b2305,2422649.0,2423539.0,reverse
RDBECOLIGNC04063,yfcJ,b2322,2438942.0,2440120.0,reverse
RDBECOLIGNC04064,mnmC,b2324,2441764.0,2443770.0,forward
RDBECOLIGNC04065,yfcL,b2325,2443891.0,2444169.0,reverse
RDBECOLIGNC04066,epmC,b2326,2444203.0,2444751.0,reverse
RDBECOLIGNC04067,smrB,b2331,2448606.0,2449157.0,forward
RDBECOLIGNC04068,yfcO,b2332,2449228.0,2450049.0,reverse
RDBECOLIGNC04069,yfcP,b2333,2450051.0,2450590.0,reverse
RDBECOLIGNC04070,yfcQ,b2334,2450587.0,2451075.0,reverse
RDBECOLIGNC04071,yfcR,b2335,2451072.0,2451584.0,reverse
RDBECOLIGNC04072,yfcS,b2336,2451584.0,2452336.0,reverse
RDBECOLIGNC04073,yfcU,b4661,2452356.0,2455001.0,reverse
RDBECOLIGNC04074,yfcV,b2339,2455083.0,2455646.0,reverse
RDBECOLIGNC04075,sixA,b2340,2456327.0,2456812.0,reverse
RDBECOLIGNC04076,fadJ,b2341,2457015.0,2459159.0,reverse
RDBECOLIGNC04077,fadI,b2342,2459159.0,2460469.0,reverse
RDBECOLIGNC04078,yfcZ,b2343,2460650.0,2460934.0,reverse
RDBECOLIGNC04079,yfdF,b2345,2463012.0,2464070.0,forward
RDBECOLIGNC04080,mlaA,b2346,2464252.0,2465007.0,reverse
RDBECOLIGNC04081,yfdC,b2347,2465301.0,2466233.0,forward
RDBECOLIGNC04082,intS,b2349,2466545.0,2467702.0,forward
RDBECOLIGNC04083,yfdG,b2350,2467855.0,2468217.0,forward
RDBECOLIGNC04084,yfdH,b2351,2468214.0,2469134.0,forward
RDBECOLIGNC04085,yfdI,b2352,2469131.0,2470462.0,forward
RDBECOLIGNC04086,tfaS,b2353,2470803.0,2471105.0,forward
RDBECOLIGNC04087,yfdK,b2354,2471077.0,2471517.0,reverse
RDBECOLIGNC04088,yfdL,b2355,2471544.0,2472062.0,reverse
RDBECOLIGNC04089,yfdM,b2356,2472112.0,2472387.0,reverse
RDBECOLIGNC04090,yfdN,b2357,2472387.0,2472881.0,reverse
RDBECOLIGNC04091,yfdO,b2358,2472878.0,2473246.0,reverse
RDBECOLIGNC04092,yfdP,b2359,2473604.0,2473966.0,forward
RDBECOLIGNC04093,yfdQ,b2360,2474032.0,2474856.0,forward
RDBECOLIGNC04094,yfdR,b2361,2474984.0,2475520.0,forward
RDBECOLIGNC04095,yfdS,b2362,2475511.0,2475873.0,forward
RDBECOLIGNC04096,yfdT,b2363,2475873.0,2476178.0,forward
RDBECOLIGNC04097,emrK,b2368,2482176.0,2483339.0,reverse
RDBECOLIGNC04098,yfdE,b2371,2488023.0,2489168.0,reverse
RDBECOLIGNC04099,yfdV,b2372,2489242.0,2490186.0,reverse
RDBECOLIGNC04100,oxc,b2373,2490256.0,2491950.0,reverse
RDBECOLIGNC04101,frc,b2374,2492004.0,2493254.0,reverse
RDBECOLIGNC04102,yfdX,b2375,2493767.0,2494402.0,reverse
RDBECOLIGNC04103,ypdI,b2376,2494698.0,2494973.0,forward
RDBECOLIGNC04104,yfdY,b2377,2495050.0,2495292.0,reverse
RDBECOLIGNC04105,lpxP,b2378,2495645.0,2496565.0,forward
RDBECOLIGNC04106,alaC,b2379,2497057.0,2498295.0,reverse
RDBECOLIGNC04107,pyrS,b2380,2498671.0,2500368.0,forward
RDBECOLIGNC04108,pyrR,b2381,2500383.0,2501117.0,forward
RDBECOLIGNC04109,ypdC,b2382,2501130.0,2501987.0,forward
RDBECOLIGNC04110,fryA,b2383,2501990.0,2504485.0,reverse
RDBECOLIGNC04111,ypdE,b2384,2504510.0,2505547.0,reverse
RDBECOLIGNC04112,ypdF,b2385,2505547.0,2506632.0,reverse
RDBECOLIGNC04113,fryC,b2386,2506647.0,2507894.0,reverse
RDBECOLIGNC04114,fryB,b2387,2507916.0,2508242.0,reverse
RDBECOLIGNC04115,yfeO,b2389,2509630.0,2510886.0,forward
RDBECOLIGNC04116,ypeC,b2390,2511001.0,2511327.0,forward
RDBECOLIGNC04117,mntH,b2392,2511468.0,2512706.0,reverse
RDBECOLIGNC04118,insL3,b2394,2514331.0,2515443.0,forward
RDBECOLIGNC04119,yfeN,b2408,2525127.0,2525891.0,forward
RDBECOLIGNC04120,yfeR,b2409,2525930.0,2526856.0,reverse
RDBECOLIGNC04121,zipA,b2412,2530247.0,2531233.0,reverse
RDBECOLIGNC04122,pdxK,b2418,2536386.0,2537237.0,reverse
RDBECOLIGNC04123,yfeK,b2419,2537342.0,2537716.0,forward
RDBECOLIGNC04124,yfeS,b2420,2537749.0,2538483.0,forward
RDBECOLIGNC04125,murR,b2427,2544752.0,2545609.0,reverse
RDBECOLIGNC04126,murQ,b2428,2545773.0,2546669.0,forward
RDBECOLIGNC04127,murP,b2429,2546673.0,2548097.0,forward
RDBECOLIGNC04128,yfeW,b2430,2548102.0,2549406.0,forward
RDBECOLIGNC04129,yfeX,b2431,2549646.0,2550545.0,reverse
RDBECOLIGNC04130,yfeY,b2432,2550641.0,2551216.0,reverse
RDBECOLIGNC04131,yfeZ,b2433,2551277.0,2551726.0,reverse
RDBECOLIGNC04132,ypeA,b2434,2551713.0,2552138.0,reverse
RDBECOLIGNC04133,eutK,b2438,2555228.0,2555728.0,reverse
RDBECOLIGNC04134,eutL,b2439,2555741.0,2556400.0,reverse
RDBECOLIGNC04135,intZ,b2442,2558858.0,2560066.0,forward
RDBECOLIGNC04136,yffL,b2443,2560257.0,2560898.0,forward
RDBECOLIGNC04137,yffM,b2444,2561368.0,2561613.0,forward
RDBECOLIGNC04138,yffN,b2445,2561625.0,2561993.0,forward
RDBECOLIGNC04139,yffO,b2446,2562111.0,2562527.0,forward
RDBECOLIGNC04140,yffP,b2447,2562524.0,2563117.0,forward
RDBECOLIGNC04141,yffQ,b2448,2563592.0,2563969.0,forward
RDBECOLIGNC04142,yffR,b2449,2563980.0,2564372.0,forward
RDBECOLIGNC04143,yffS,b2450,2564523.0,2565332.0,forward
RDBECOLIGNC04144,eutA,b2451,2565481.0,2566884.0,reverse
RDBECOLIGNC04145,eutH,b2452,2566881.0,2568107.0,reverse
RDBECOLIGNC04146,eutG,b2453,2568324.0,2569511.0,reverse
RDBECOLIGNC04147,eutJ,b2454,2569501.0,2570337.0,reverse
RDBECOLIGNC04148,eutE,b2455,2570348.0,2571751.0,reverse
RDBECOLIGNC04149,eutN,b2456,2571763.0,2572050.0,reverse
RDBECOLIGNC04150,eutM,b2457,2572157.0,2572450.0,reverse
RDBECOLIGNC04151,eutD,b2458,2572489.0,2573505.0,reverse
RDBECOLIGNC04152,eutT,b2459,2573502.0,2574305.0,reverse
RDBECOLIGNC04153,eutQ,b2460,2574302.0,2575003.0,reverse
RDBECOLIGNC04154,eutP,b2461,2574978.0,2575457.0,reverse
RDBECOLIGNC04155,eutS,b2462,2575470.0,2575805.0,reverse
RDBECOLIGNC04156,maeB,b2463,2576098.0,2578377.0,reverse
RDBECOLIGNC04157,ypfG,b2466,2581734.0,2582777.0,reverse
RDBECOLIGNC04158,ypfH,b2473,2593072.0,2593770.0,reverse
RDBECOLIGNC04159,tmcA,b2474,2593844.0,2595859.0,reverse
RDBECOLIGNC04160,ypfJ,b2475,2595874.0,2596737.0,reverse
RDBECOLIGNC04161,hyfC,b2483,2603847.0,2604794.0,forward
RDBECOLIGNC04162,hyfD,b2484,2604811.0,2606250.0,forward
RDBECOLIGNC04163,hyfE,b2485,2606262.0,2606912.0,forward
RDBECOLIGNC04164,hyfF,b2486,2606917.0,2608497.0,forward
RDBECOLIGNC04165,hyfG,b2487,2608487.0,2610154.0,forward
RDBECOLIGNC04166,hyfH,b2488,2610164.0,2610709.0,forward
RDBECOLIGNC04167,hyfI,b2489,2610706.0,2611464.0,forward
RDBECOLIGNC04168,hyfJ,b2490,2611457.0,2611870.0,forward
RDBECOLIGNC04169,hyfR,b2491,2611900.0,2613912.0,forward
RDBECOLIGNC04170,focB,b2492,2613934.0,2614782.0,forward
RDBECOLIGNC04171,yfgO,b2493,2614820.0,2615881.0,reverse
RDBECOLIGNC04172,bepA,b2494,2616094.0,2617557.0,forward
RDBECOLIGNC04173,yfgD,b2495,2617578.0,2617937.0,forward
RDBECOLIGNC04174,hda,b2496,2618075.0,2618776.0,reverse
RDBECOLIGNC04175,pdeF,b2503,2626695.0,2628938.0,reverse
RDBECOLIGNC04176,yfgG,b2504,2629290.0,2629481.0,forward
RDBECOLIGNC04177,yfgH,b2505,2629792.0,2630310.0,forward
RDBECOLIGNC04178,yfgI,b2506,2630326.0,2630865.0,forward
RDBECOLIGNC04179,yfgJ,b2510,2635599.0,2635814.0,reverse
RDBECOLIGNC04180,der,b2511,2635884.0,2637356.0,reverse
RDBECOLIGNC04181,bamB,b2512,2637474.0,2638652.0,reverse
RDBECOLIGNC04182,yfgM,b2513,2638663.0,2639283.0,reverse
RDBECOLIGNC04183,pbpC,b2519,2645013.0,2647325.0,reverse
RDBECOLIGNC04184,yfhM,b2520,2647326.0,2652287.0,reverse
RDBECOLIGNC04185,iscU,b2529,2659903.0,2660289.0,reverse
RDBECOLIGNC04186,iscS,b2530,2660317.0,2661531.0,reverse
RDBECOLIGNC04187,iscR,b2531,2661643.0,2662131.0,reverse
RDBECOLIGNC04188,trmJ,b2532,2662583.0,2663323.0,reverse
RDBECOLIGNC04189,yfhR,b2534,2664390.0,2665244.0,forward
RDBECOLIGNC04190,csiE,b2535,2665435.0,2666715.0,forward
RDBECOLIGNC04191,hcaT,b2536,2666707.0,2667846.0,reverse
RDBECOLIGNC04192,hcaR,b2537,2668006.0,2668896.0,reverse
RDBECOLIGNC04193,hcaC,b2540,2670908.0,2671228.0,forward
RDBECOLIGNC04194,hcaB,b2541,2671225.0,2672037.0,forward
RDBECOLIGNC04195,hcaD,b2542,2672047.0,2673249.0,forward
RDBECOLIGNC04196,yphA,b2543,2673346.0,2673768.0,forward
RDBECOLIGNC04197,yphB,b2544,2673816.0,2674688.0,reverse
RDBECOLIGNC04198,yphC,b2545,2674700.0,2675761.0,reverse
RDBECOLIGNC04199,yphD,b2546,2675827.0,2676825.0,reverse
RDBECOLIGNC04200,yphE,b2547,2676850.0,2678361.0,reverse
RDBECOLIGNC04201,yphF,b2548,2678384.0,2679367.0,reverse
RDBECOLIGNC04202,yphG,b2549,2679464.0,2682745.0,reverse
RDBECOLIGNC04203,yphH,b2550,2682863.0,2684056.0,forward
RDBECOLIGNC04204,glrK,b2556,2689671.0,2691098.0,reverse
RDBECOLIGNC04205,yfhL,b2562,2699663.0,2699923.0,forward
RDBECOLIGNC04206,rseC,b2570,2707322.0,2707801.0,reverse
RDBECOLIGNC04207,rseB,b2571,2707798.0,2708754.0,reverse
RDBECOLIGNC04208,tapT,b2583,2719223.0,2719921.0,forward
RDBECOLIGNC04209,patZ,b2584,2719953.0,2722613.0,forward
RDBECOLIGNC04210,bamD,b2595,2736146.0,2736883.0,forward
RDBECOLIGNC04211,G7353,b2596,2736913.0,2737119.0,forward
